17	252	5	0|2|-1|-1|-1|-1|-1|-1
17	320	5	0|5|-1|-1|-1|-1|-1|-1
17	371	5	1|1|-1|-1|-1|-1|-1|-1
17	376	5	0|6|-1|-1|-1|-1|-1|-1
17	379	5	1|1|-1|-1|-1|-1|-1|-1
17	453	5	0|4|-1|-1|-1|-1|-1|-1
17	458	5	0|4|-1|-1|-1|-1|-1|-1
17	459	4	0|2|-1|-1|-1|-1|-1|-1
17	468	5	0|4|-1|-1|-1|-1|-1|-1
17	470	5	0|3|-1|-1|-1|-1|-1|-1
17	486	4	0|3|-1|-1|-1|-1|-1|-1
17	591	5	0|4|-1|-1|-1|-1|-1|-1
17	604	5	0|5|-1|-1|-1|-1|-1|-1
17	606	5	0|2|-1|-1|-1|-1|-1|-1
17	622	5	1|1|-1|-1|-1|-1|-1|-1
17	636	4	0|3|-1|-1|-1|-1|-1|-1
17	828	4	0|2|-1|-1|-1|-1|-1|-1
17	966	5	0|4|-1|-1|-1|-1|-1|-1
17	1160	4	0|4|-1|-1|-1|-1|-1|-1
17	1166	4	0|6|-1|-1|-1|-1|-1|-1
17	1170	4	0|5|-1|-1|-1|-1|-1|-1
17	1177	2	0|6|-1|-1|-1|-1|-1|-1
17	1183	5	0|6|-1|-1|-1|-1|-1|-1
17	1218	5	0|6|-1|-1|-1|-1|-1|-1
17	1383	5	0|3|-1|-1|-1|-1|-1|-1
17	1386	5	0|6|-1|-1|-1|-1|-1|-1
17	1387	5	0|5|-1|-1|-1|-1|-1|-1
17	1398	5	0|3|-1|-1|-1|-1|-1|-1
17	1517	4	1|7|-1|-1|-1|-1|-1|-1
17	1524	5	0|3|-1|-1|-1|-1|-1|-1
17	1526	5	0|6|-1|-1|-1|-1|-1|-1
17	1547	1	0|3|-1|-1|-1|-1|-1|-1
17	1623	4	1|1|-1|-1|-1|-1|-1|-1
17	1711	5	0|6|-1|-1|-1|-1|-1|-1
17	1717	5	1|7|-1|-1|-1|-1|-1|-1
17	1909	5	0|5|-1|-1|-1|-1|-1|-1
17	1911	5	0|5|-1|-1|-1|-1|-1|-1
17	1921	5	1|1|-1|-1|-1|-1|-1|-1
17	1965	5	0|6|-1|-1|-1|-1|-1|-1
17	2245	4	0|2|-1|-1|-1|-1|-1|-1
17	2248	4	0|2|-1|-1|-1|-1|-1|-1
17	2256	5	0|3|-1|-1|-1|-1|-1|-1
17	2356	1	0|2|-1|-1|-1|-1|-1|-1
17	2511	5	0|3|-1|-1|-1|-1|-1|-1
17	2518	5	0|2|-1|-1|-1|-1|-1|-1
17	2524	1	0|2|-1|-1|-1|-1|-1|-1
17	2526	5	0|3|-1|-1|-1|-1|-1|-1
17	2709	4	0|3|-1|-1|-1|-1|-1|-1
17	2719	5	0|5|-1|-1|-1|-1|-1|-1
17	2724	1	0|3|-1|-1|-1|-1|-1|-1
17	2725	1	0|3|-1|-1|-1|-1|-1|-1
17	2748	5	1|1|-1|-1|-1|-1|-1|-1
17	3029	5	0|4|-1|-1|-1|-1|-1|-1
17	3095	3	0|3|-1|-1|-1|-1|-1|-1
17	3103	5	0|5|-1|-1|-1|-1|-1|-1
17	3104	4	1|7|-1|-1|-1|-1|-1|-1
17	3162	5	0|3|-1|-1|-1|-1|-1|-1
17	3170	5	1|1|-1|-1|-1|-1|-1|-1
17	3172	5	0|5|-1|-1|-1|-1|-1|-1
17	3173	5	0|4|-1|-1|-1|-1|-1|-1
17	3174	4	1|7|-1|-1|-1|-1|-1|-1
17	3176	5	1|7|-1|-1|-1|-1|-1|-1
17	3252	5	0|5|-1|-1|-1|-1|-1|-1
17	3334	5	0|5|-1|-1|-1|-1|-1|-1
17	3402	5	0|5|-1|-1|-1|-1|-1|-1
17	3405	3	1|7|-1|-1|-1|-1|-1|-1
17	3499	4	0|4|-1|-1|-1|-1|-1|-1
17	3501	4	0|4|-1|-1|-1|-1|-1|-1
17	3504	5	0|4|-1|-1|-1|-1|-1|-1
17	3510	5	1|7|-1|-1|-1|-1|-1|-1
17	3730	4	0|5|-1|-1|-1|-1|-1|-1
17	3732	5	0|5|-1|-1|-1|-1|-1|-1
17	3987	4	0|4|-1|-1|-1|-1|-1|-1
17	4036	2	0|6|-1|-1|-1|-1|-1|-1
17	4044	5	0|3|-1|-1|-1|-1|-1|-1
17	4057	5	1|1|-1|-1|-1|-1|-1|-1
17	4067	5	1|1|-1|-1|-1|-1|-1|-1
17	4289	5	1|1|-1|-1|-1|-1|-1|-1
17	4305	1	0|2|-1|-1|-1|-1|-1|-1
17	4331	5	1|7|-1|-1|-1|-1|-1|-1
17	4419	5	0|4|-1|-1|-1|-1|-1|-1
17	4425	5	0|5|-1|-1|-1|-1|-1|-1
17	4525	4	1|1|-1|-1|-1|-1|-1|-1
17	4527	5	0|4|-1|-1|-1|-1|-1|-1
17	4575	5	1|7|-1|-1|-1|-1|-1|-1
17	4643	5	0|4|-1|-1|-1|-1|-1|-1
17	4782	5	0|5|-1|-1|-1|-1|-1|-1
17	4787	4	1|7|-1|-1|-1|-1|-1|-1
17	4806	2	0|4|-1|-1|-1|-1|-1|-1
17	4808	4	0|5|-1|-1|-1|-1|-1|-1
17	4955	4	1|1|-1|-1|-1|-1|-1|-1
17	4965	5	1|7|-1|-1|-1|-1|-1|-1
17	5156	5	0|2|-1|-1|-1|-1|-1|-1
17	5172	5	1|1|-1|-1|-1|-1|-1|-1
17	5286	5	0|6|-1|-1|-1|-1|-1|-1
17	5328	5	0|3|-1|-1|-1|-1|-1|-1
17	5337	4	0|2|-1|-1|-1|-1|-1|-1
17	5346	5	1|1|-1|-1|-1|-1|-1|-1
17	5347	5	0|2|-1|-1|-1|-1|-1|-1
17	5359	5	0|5|-1|-1|-1|-1|-1|-1
17	5360	5	0|2|-1|-1|-1|-1|-1|-1
17	5375	5	0|4|-1|-1|-1|-1|-1|-1
17	5380	5	0|3|-1|-1|-1|-1|-1|-1
17	5393	5	1|1|-1|-1|-1|-1|-1|-1
17	5397	5	1|7|-1|-1|-1|-1|-1|-1
17	5398	5	0|4|-1|-1|-1|-1|-1|-1
17	5486	4	1|7|-1|-1|-1|-1|-1|-1
17	5490	4	0|5|-1|-1|-1|-1|-1|-1
17	5493	5	0|4|-1|-1|-1|-1|-1|-1
17	5506	5	0|6|-1|-1|-1|-1|-1|-1
17	5718	4	0|3|-1|-1|-1|-1|-1|-1
17	5721	5	1|7|-1|-1|-1|-1|-1|-1
17	5724	3	0|2|-1|-1|-1|-1|-1|-1
17	5778	4	1|1|-1|-1|-1|-1|-1|-1
17	5801	5	0|6|-1|-1|-1|-1|-1|-1
17	5866	4	0|3|-1|-1|-1|-1|-1|-1
17	5877	5	0|2|-1|-1|-1|-1|-1|-1
17	5891	5	0|5|-1|-1|-1|-1|-1|-1
17	5905	5	0|2|-1|-1|-1|-1|-1|-1
17	5908	4	0|5|-1|-1|-1|-1|-1|-1
17	5909	5	0|5|-1|-1|-1|-1|-1|-1
17	6210	5	0|6|-1|-1|-1|-1|-1|-1
17	6213	5	1|7|-1|-1|-1|-1|-1|-1
17	6297	4	0|2|-1|-1|-1|-1|-1|-1
17	6460	5	0|2|-1|-1|-1|-1|-1|-1
17	6501	5	0|4|-1|-1|-1|-1|-1|-1
17	6577	5	0|5|-1|-1|-1|-1|-1|-1
17	6618	5	1|7|-1|-1|-1|-1|-1|-1
17	6931	5	0|4|-1|-1|-1|-1|-1|-1
17	6937	5	0|5|-1|-1|-1|-1|-1|-1
17	7522	5	0|4|-1|-1|-1|-1|-1|-1
17	7675	5	1|1|-1|-1|-1|-1|-1|-1
17	7688	5	1|1|-1|-1|-1|-1|-1|-1
17	7695	5	0|6|-1|-1|-1|-1|-1|-1
17	7702	3	0|4|-1|-1|-1|-1|-1|-1
17	7706	5	1|1|-1|-1|-1|-1|-1|-1
17	8054	5	0|3|-1|-1|-1|-1|-1|-1
17	8076	4	0|5|-1|-1|-1|-1|-1|-1
