5651	379	5	0|3|-1|-1|-1|-1|-1|-1
5651	486	5	0|5|-1|-1|-1|-1|-1|-1
5651	600	5	0|6|-1|-1|-1|-1|-1|-1
5651	1593	5	1|1|-1|-1|-1|-1|-1|-1
5651	1965	5	0|3|-1|-1|-1|-1|-1|-1
5651	3174	5	1|7|-1|-1|-1|-1|-1|-1
5651	3176	5	1|1|-1|-1|-1|1|1|-1
5651	5493	5	0|5|-1|-1|-1|-1|-1|-1
5651	5778	5	0|6|-1|-1|-1|-1|-1|-1
5651	10636	5	0|6|-1|-1|-1|-1|-1|-1
5651	10835	5	0|5|-1|-1|-1|-1|-1|-1
5651	10842	5	1|1|-1|-1|-1|-1|-1|-1
5651	13337	5	0|6|-1|-1|-1|-1|-1|-1
5651	13341	5	0|5|-1|-1|-1|-1|-1|-1
5651	15412	5	0|6|-1|-1|-1|-1|-1|-1
5651	16355	5	1|7|-1|-1|-1|-1|-1|-1
5651	16594	5	0|6|-1|-1|-1|-1|-1|-1
5651	16945	5	0|2|-1|-1|-1|0|0|-1
5651	16979	5	1|1|-1|-1|-1|-1|-1|-1
5651	16981	5	0|2|-1|-1|-1|-1|-1|-1
5651	17200	5	0|4|-1|-1|-1|-1|-1|-1
5651	17234	5	0|6|-1|-1|-1|-1|-1|-1
5651	17324	5	0|6|-1|-1|-1|-1|-1|-1
5651	18710	5	0|2|-1|-1|-1|-1|-1|-1
5651	20135	5	1|7|-1|-1|-1|1|2|-1
5651	21195	5	1|7|-1|-1|-1|0|0|-1
5651	22678	5	1|7|-1|-1|-1|-1|-1|-1
5651	24875	5	0|2|-1|-1|-1|-1|-1|-1
5651	26951	5	0|6|-1|-1|-1|-1|-1|-1
5651	29481	5	1|7|-1|-1|-1|-1|-1|-1
5651	30075	5	0|3|-1|-1|-1|-1|-1|-1
5651	31095	5	1|1|-1|-1|-1|-1|-1|-1
5651	31099	5	1|1|-1|-1|-1|-1|-1|-1
5651	32260	5	0|4|-1|-1|-1|-1|-1|-1
5651	33928	5	1|7|-1|-1|-1|-1|-1|-1
5651	34232	5	0|5|-1|-1|-1|-1|-1|-1
5651	35702	5	0|6|-1|-1|-1|-1|-1|-1
5651	37458	5	1|7|-1|-1|-1|-1|-1|-1
5651	38045	5	0|6|-1|-1|-1|-1|-1|-1
5651	38112	5	1|7|-1|-1|-1|-1|-1|-1
5651	41231	5	1|7|-1|-1|-1|-1|-1|-1
5651	41431	5	0|2|-1|-1|-1|-1|-1|-1
5651	42213	5	0|6|-1|-1|-1|1|2|-1
5651	48024	5	0|4|-1|-1|-1|-1|-1|-1
5651	49600	5	0|4|-1|-1|-1|-1|-1|-1
5651	50258	5	0|6|-1|-1|-1|-1|-1|-1
5651	54420	5	1|7|-1|-1|-1|-1|-1|-1
5651	55591	5	0|6|-1|-1|-1|-1|-1|-1
5651	57706	5	1|7|-1|-1|-1|-1|-1|-1
5651	58433	5	1|1|-1|-1|-1|-1|-1|-1
5651	66913	5	1|7|-1|-1|-1|1|1|-1
5651	70073	5	0|5|-1|-1|-1|-1|-1|-1
5651	72871	5	1|7|-1|-1|-1|-1|-1|-1
5651	74339	5	0|5|-1|-1|-1|1|4|-1
5651	74417	5	0|2|-1|-1|-1|-1|-1|-1
5651	76506	5	0|3|-1|-1|-1|-1|-1|-1
5651	77526	5	0|4|-1|-1|-1|-1|-1|-1
5651	78397	5	0|6|-1|-1|-1|-1|-1|-1
5651	80442	5	0|4|-1|-1|-1|-1|-1|-1
5651	82805	5	0|4|-1|-1|-1|-1|-1|-1
5651	83474	5	0|3|-1|-1|-1|-1|-1|-1
5651	86138	5	0|3|-1|-1|-1|-1|-1|-1
5651	87478	5	0|6|-1|-1|-1|1|1|3
5651	87496	5	0|6|-1|-1|-1|-1|-1|-1
5651	87511	5	0|6|-1|-1|-1|-1|-1|-1
5651	97697	5	0|6|-1|-1|-1|-1|-1|-1
5651	98923	5	0|6|-1|-1|-1|-1|-1|-1
5651	99481	5	0|4|-1|-1|-1|-1|-1|-1
5651	99563	5	1|7|-1|-1|-1|-1|-1|-1
5651	101080	5	0|6|-1|-1|-1|1|2|2
5651	101778	5	0|4|-1|-1|-1|-1|-1|-1
5651	102963	5	1|1|-1|-1|-1|-1|-1|-1
5651	103822	5	1|1|-1|-1|-1|-1|-1|-1
5651	104647	5	1|7|-1|-1|-1|-1|-1|-1
5651	109996	5	0|5|-1|-1|-1|-1|-1|-1
5651	113383	5	1|7|-1|-1|-1|-1|-1|-1
5651	114279	5	0|4|-1|-1|-1|-1|-1|-1
5651	116453	5	1|7|-1|-1|-1|-1|-1|-1
5651	116914	5	1|1|-1|-1|-1|-1|-1|-1
5651	118967	5	0|4|-1|-1|-1|-1|-1|-1
5651	121791	5	1|1|-1|-1|-1|1|2|-1
5651	122550	5	1|1|-1|-1|-1|-1|-1|-1
5651	124349	5	0|3|-1|-1|-1|-1|-1|-1
5651	125205	5	1|1|-1|-1|-1|-1|-1|-1
5651	128025	5	1|7|-1|-1|-1|-1|-1|-1
5651	134687	5	0|2|-1|-1|-1|-1|-1|-1
5651	138966	5	0|6|-1|-1|-1|-1|-1|-1
5651	138969	5	0|2|-1|-1|-1|-1|-1|-1
5651	140173	5	0|6|-1|-1|-1|-1|-1|-1
5651	142144	5	1|7|-1|-1|-1|-1|-1|-1
5651	143231	5	0|2|-1|-1|-1|-1|-1|-1
5651	145589	5	1|7|-1|-1|-1|-1|-1|-1
5651	146087	5	1|7|-1|-1|-1|-1|-1|-1
5651	147558	5	0|5|-1|-1|-1|-1|-1|-1
5651	149571	5	0|6|-1|-1|-1|-1|-1|-1
5651	149828	5	0|5|-1|-1|-1|-1|-1|-1
5651	150123	5	0|5|-1|-1|-1|-1|-1|-1
5651	152432	5	0|4|-1|-1|-1|-1|-1|-1
5651	163394	5	0|2|-1|-1|-1|-1|-1|-1
5651	164114	5	1|1|-1|-1|-1|-1|-1|-1
5651	164118	5	0|3|-1|-1|-1|-1|-1|-1
5651	164120	5	1|1|-1|-1|-1|-1|-1|-1
5651	164121	5	0|3|-1|-1|-1|-1|-1|-1
5651	166953	5	1|7|-1|-1|-1|-1|-1|-1
5651	167205	5	1|7|-1|-1|-1|-1|-1|-1
5651	167692	5	0|6|-1|-1|-1|-1|-1|-1
5651	168535	5	1|1|-1|-1|-1|-1|-1|-1
5651	170882	5	0|3|-1|-1|-1|-1|-1|-1
5651	172002	5	0|6|-1|-1|-1|-1|-1|-1
5651	172595	5	0|4|-1|-1|-1|-1|-1|-1
5651	172597	5	0|2|-1|-1|-1|-1|-1|-1
5651	173149	5	0|2|-1|-1|-1|-1|-1|-1
5651	174228	5	0|2|-1|-1|-1|-1|-1|-1
5651	178217	5	1|7|-1|-1|-1|-1|-1|-1
5651	179104	5	1|1|-1|-1|-1|-1|-1|-1
5651	179312	5	0|4|-1|-1|-1|-1|-1|-1
5651	179602	5	1|1|-1|-1|-1|-1|-1|-1
5651	179736	5	0|3|-1|-1|-1|-1|-1|-1
5651	179863	5	0|6|-1|-1|-1|-1|-1|-1
5651	180825	5	1|1|-1|-1|-1|-1|-1|-1
5651	184638	5	1|1|-1|-1|-1|-1|-1|-1
5651	185578	5	0|6|-1|-1|-1|-1|-1|-1
5651	187690	5	0|3|-1|-1|-1|1|2|4
5651	187695	5	1|7|-1|-1|-1|-1|-1|-1
5651	188285	5	1|1|-1|-1|-1|-1|-1|-1
5651	189848	5	1|1|-1|-1|-1|-1|-1|-1
5651	190905	5	0|4|-1|-1|-1|1|2|-1
5651	190907	5	0|4|-1|-1|-1|-1|-1|-1
5651	191262	5	0|6|-1|-1|-1|-1|-1|-1
5651	192179	5	1|7|-1|-1|-1|-1|-1|-1
5651	192194	5	1|1|-1|-1|-1|-1|-1|-1
5651	194552	5	0|3|-1|-1|-1|-1|-1|-1
